Security,W 2 COMB Comdty,
11/11/2021,824.25,81407
11/10/2021,815,64086
11/9/2021,790.25,63571
11/8/2021,781.25,59975
11/5/2021,779.75,61880
11/4/2021,786.25,27228
11/3/2021,792.75,23953
11/2/2021,803.5,30159
11/1/2021,808.75,31299
10/29/2021,785,24063
10/28/2021,785.5,20535
10/27/2021,773,21603
10/26/2021,765.25,22299
10/25/2021,771.75,18443
10/22/2021,767.5,16867
10/21/2021,753.5,12283
10/20/2021,761.25,15579
10/19/2021,748.5,15078
10/18/2021,748.75,13747
10/15/2021,746.5,15113
10/14/2021,736.75,15523
10/13/2021,731.75,19476
10/12/2021,747.25,19056
10/11/2021,745.5,11826
10/8/2021,747.25,20275
10/7/2021,754.75,16305
10/6/2021,759,13737
10/5/2021,757.25,15158
10/4/2021,768.25,19288
10/1/2021,766,25470
9/30/2021,736.5,20793
9/29/2021,722.25,15348
9/28/2021,719,15356
9/27/2021,733.75,9764
9/24/2021,734.75,14684
9/23/2021,728.5,10945
9/22/2021,716,12029
9/21/2021,701,9409
9/20/2021,711.5,8764
9/17/2021,719.75,8057
9/16/2021,724,11874
9/15/2021,723.75,20283
9/14/2021,700.75,55986
9/13/2021,687,43600
9/10/2021,688.5,69464
9/9/2021,692.25,67217
9/8/2021,709.5,47143
9/7/2021,719.75,53990
9/3/2021,726.25,55831
9/2/2021,717,57676
9/1/2021,714.25,67830
8/31/2021,722.25,103560
8/30/2021,723.5,63754
8/27/2021,732.5,64085
8/26/2021,739.25,55074
8/25/2021,725.5,60002
8/24/2021,732.25,58664
8/23/2021,733.5,44836
8/20/2021,728.25,60347
8/19/2021,742.75,55858
8/18/2021,751.25,50233
8/17/2021,748.5,77753
8/16/2021,775,58390
8/13/2021,774.25,71060
8/12/2021,764.75,85084
8/11/2021,739.25,80346
8/10/2021,739.5,72954
8/9/2021,725.25,71676
8/6/2021,733.25,72422
8/5/2021,725.25,49602
8/4/2021,728.75,55179
8/3/2021,734.75,50255
8/2/2021,739.25,37066
7/30/2021,713,38750
7/29/2021,713.75,27344
7/28/2021,697.75,29210
7/27/2021,684.25,27033
7/26/2021,686.75,24109
7/23/2021,693.5,23348
7/22/2021,701.5,37986
7/21/2021,719.75,25777
7/20/2021,708.75,36754
7/19/2021,706.25,45594
7/16/2021,699.75,45103
7/15/2021,678.75,26874
7/14/2021,654.25,60001
7/13/2021,633.75,68198
7/12/2021,640.75,81513
7/9/2021,615,50725
7/8/2021,618,51151
7/7/2021,622.25,53500
7/6/2021,626,91321
7/2/2021,652.75,61108
7/1/2021,665.5,84152
6/30/2021,679.5,88625
6/29/2021,646.25,71715
6/28/2021,651.5,71119
6/25/2021,640.75,63546
6/24/2021,652,68728
6/23/2021,663.75,63510
6/22/2021,655,62074
6/21/2021,665,55902
6/18/2021,665.75,57114
6/17/2021,643,63404
6/16/2021,665.75,53265
6/15/2021,666,48421
6/14/2021,679,45588
6/11/2021,685.75,62407
6/10/2021,689.75,82800
6/9/2021,689,65949
6/8/2021,691.75,62834
6/7/2021,686.5,64815
6/4/2021,692.5,27235
6/3/2021,680.75,29302
6/2/2021,692.5,26659
6/1/2021,697.25,31925
5/28/2021,667.25,20909
5/27/2021,679.5,21990
5/26/2021,652.5,21156
5/25/2021,660,24273
5/24/2021,665.75,20710
5/21/2021,677,21247
5/20/2021,677.75,16639
5/19/2021,681,25813
5/18/2021,699,21509
5/17/2021,699.5,13483
5/14/2021,707.25,79497
5/13/2021,701.5,89480
5/12/2021,729.75,59467
5/11/2021,741.75,64307
5/10/2021,730.5,76543
5/7/2021,761.75,62876
5/6/2021,753.25,70253
5/5/2021,744.5,55506
5/4/2021,726.75,62927
5/3/2021,718,85140
4/30/2021,734.75,64385
4/29/2021,729,78280
4/28/2021,722.75,102593
4/27/2021,732.75,125982
4/26/2021,739.5,116214
4/23/2021,712.25,94919
4/22/2021,710.5,130978
4/21/2021,675,76254
4/20/2021,661.25,86077
4/19/2021,653.75,48272
4/16/2021,655,52277
4/15/2021,655.5,74843
4/14/2021,650.25,121567
4/13/2021,633.5,76908
4/12/2021,631.25,95394
4/9/2021,640.5,103983
4/8/2021,630.5,79365
4/7/2021,616,54230
4/6/2021,612.75,33948
4/5/2021,613.5,33701
4/2/2021,610.5,#N/A N/A
4/1/2021,610.5,53106
3/31/2021,615.75,55520
3/30/2021,599.75,29723
3/29/2021,612,20238
3/26/2021,609.25,24491
3/25/2021,608.5,32630
3/24/2021,618.75,23856
3/23/2021,626.25,32744
3/22/2021,619.25,17781
3/19/2021,619.25,21785
3/18/2021,622,16521
3/17/2021,630.5,17342
3/16/2021,637,22378
3/15/2021,637,14515
3/12/2021,638.5,34909
3/11/2021,642.5,50095
3/10/2021,652.5,45997
3/9/2021,656.5,61549
3/8/2021,646.5,60979
3/5/2021,653,41924
3/4/2021,651,52487
3/3/2021,656,45101
3/2/2021,666.25,61521
3/1/2021,650.25,49408
2/26/2021,660.25,56704
2/25/2021,675.75,64118
2/24/2021,685.5,72148
2/23/2021,670.25,52734
2/22/2021,669.75,54685
2/19/2021,655.5,74079
2/18/2021,665.25,86249
2/17/2021,648,64130
2/16/2021,661.5,57494
2/12/2021,641.25,57224
2/11/2021,639,67439
2/10/2021,641,76432
2/9/2021,654,99889
2/8/2021,659.5,79548
2/5/2021,645.75,64482
2/4/2021,641.25,45054
2/3/2021,650.75,55861
2/2/2021,645.75,26788
2/1/2021,651.75,28450
1/29/2021,662.5,28684
1/28/2021,647.5,36791
1/27/2021,657.75,26871
1/26/2021,664.25,33465
1/25/2021,649,30311
1/22/2021,636,32615
1/21/2021,662.25,17510
1/20/2021,668,30173
1/19/2021,673.5,29037
1/15/2021,676.5,38867
1/14/2021,671,23309
1/13/2021,661.25,30685
1/12/2021,665.75,33908
1/11/2021,636.75,20475
1/8/2021,640.75,19474
1/7/2021,643.25,14766
1/6/2021,648,27890
1/5/2021,653.25,31954
1/4/2021,640.5,24523
12/31/2020,639.5,13567
12/30/2020,638.5,20550
12/29/2020,619.25,10410
12/28/2020,615,13990
12/24/2020,625.75,9818
12/23/2020,627.75,21291
12/22/2020,616.75,15662
12/21/2020,612.25,12914
12/18/2020,609.25,13789
12/17/2020,609.75,11553
12/16/2020,599.75,15439
12/15/2020,601.25,13010
12/14/2020,596.5,74274
12/11/2020,614.5,85723
12/10/2020,596.5,74491
12/9/2020,583.25,55893
