Security,W 1 COMB Comdty,
2/8/2022,778.75,778.75
2/7/2022,768.75,770.75
2/4/2022,763.25,765.25
2/3/2022,751.75,753.5
2/2/2022,755,755
2/1/2022,769,769.25
1/31/2022,761.25,760.75
1/28/2022,786.25,787.25
1/27/2022,777,777
1/26/2022,795,792.25
1/25/2022,818,817
1/24/2022,800.5,801.25
1/21/2022,780,778
1/20/2022,790.25,790
1/19/2022,796.5,795.5
1/18/2022,769,771
1/14/2022,741.5,742
1/13/2022,746.75,745.25
1/12/2022,757.75,757.75
1/11/2022,770.25,768.25
1/10/2022,762,761.5
1/7/2022,758.5,760.5
1/6/2022,746,746.25
1/5/2022,760.75,760.75
1/4/2022,770,769.25
1/3/2022,758,757.75
12/31/2021,770.75,770.75
12/30/2021,779.75,780
12/29/2021,787.75,789.5
12/28/2021,783.5,783.75
12/27/2021,804,805.75
12/23/2021,814.75,815.75
12/22/2021,814,813.5
12/21/2021,799,796.5
12/20/2021,777.75,778.25
12/17/2021,775,775
12/16/2021,770.5,768.5
12/15/2021,756,755.5
12/14/2021,785.5,#N/A N/A
12/13/2021,785.5,742
12/10/2021,782,742
12/9/2021,773.5,742
12/8/2021,791.25,742
12/7/2021,799.25,796
12/6/2021,797,742
12/3/2021,794.5,742
12/2/2021,806.5,745
12/1/2021,778.5,770
11/30/2021,773.75,762
11/29/2021,807.5,800.5
11/26/2021,825.5,815
11/24/2021,836.75,835
11/23/2021,856,855.75
11/22/2021,845.75,846.5
11/19/2021,823,821.25
11/18/2021,820,820.25
11/17/2021,822.25,823.5
11/16/2021,810.25,810.5
11/15/2021,826.25,826.75
11/12/2021,817,817.5
11/11/2021,812.5,813.25
11/10/2021,803,803
11/9/2021,778.5,782
11/8/2021,768,768
11/5/2021,766.5,766.75
11/4/2021,773.75,774.5
11/3/2021,781,781.5
11/2/2021,791.5,789.5
11/1/2021,797.25,798
10/29/2021,772.75,773
10/28/2021,772.5,773.25
10/27/2021,759.75,759.5
10/26/2021,752.25,750.5
10/25/2021,759.5,760.5
10/22/2021,756,757.5
10/21/2021,741.25,741
10/20/2021,749.25,749.25
10/19/2021,736,737.75
10/18/2021,736.25,735.5
10/15/2021,734,733.25
10/14/2021,724.75,724.75
10/13/2021,718.75,718
10/12/2021,734,735.75
10/11/2021,731.75,731.75
10/8/2021,734,732.5
10/7/2021,741.25,741
10/6/2021,746,744
10/5/2021,744.75,744.75
10/4/2021,756.5,756.25
10/1/2021,755.25,757.5
9/30/2021,725.5,725.75
9/29/2021,710.25,711.25
9/28/2021,706.5,708.25
9/27/2021,722.25,723
9/24/2021,723.75,723
9/23/2021,717.75,718.5
9/22/2021,705.75,706.25
9/21/2021,690.25,690
9/20/2021,700.75,699.75
9/17/2021,708.75,707.5
9/16/2021,713,713
9/15/2021,712.25,711.5
9/14/2021,685,#N/A N/A
9/13/2021,674.5,650
9/10/2021,675,650
9/9/2021,681.5,677
9/8/2021,698.25,695
9/7/2021,708.75,704.5
9/3/2021,714.5,700
9/2/2021,704,700
9/1/2021,701,694
8/31/2021,706.75,694
8/30/2021,708.75,718
8/27/2021,718.5,708
8/26/2021,725.25,726.25
8/25/2021,711.25,712.25
8/24/2021,718,718
8/23/2021,719.75,721
8/20/2021,714.25,714.5
8/19/2021,727.5,728
8/18/2021,737.25,735.75
8/17/2021,734.5,734
8/16/2021,760.5,760.5
8/13/2021,762.25,761.75
8/12/2021,753.5,750.75
8/11/2021,727,724.25
8/10/2021,727,727
8/9/2021,711.25,711
8/6/2021,719,719.5
8/5/2021,712.75,713
8/4/2021,717.25,717
8/3/2021,724.5,724
8/2/2021,729.5,729.25
7/30/2021,703.75,703.25
7/29/2021,705.25,704.75
7/28/2021,688.75,690
7/27/2021,674.5,673.5
7/26/2021,677,676.25
7/23/2021,684,679.5
7/22/2021,692.25,691.5
7/21/2021,710.75,710.5
7/20/2021,700.5,701
7/19/2021,697.75,698
7/16/2021,692.5,692.5
7/15/2021,672,671.75
7/14/2021,645,#N/A N/A
7/13/2021,628.75,#N/A N/A
7/12/2021,635,#N/A N/A
7/9/2021,608.5,597
7/8/2021,612.25,601
7/7/2021,614.75,601
7/6/2021,620,601
7/2/2021,645.75,635
7/1/2021,658.5,656
6/30/2021,671.5,656
6/29/2021,639.75,630
6/28/2021,646,643.5
6/25/2021,637,634.25
6/24/2021,651.25,650
6/23/2021,661.25,661.75
6/22/2021,651,651.5
6/21/2021,661.5,661.75
6/18/2021,662.75,661.5
6/17/2021,639,640
6/16/2021,662.75,664
6/15/2021,661.5,661.5
6/14/2021,674.5,674
6/11/2021,680.75,679.5
6/10/2021,683.75,682.25
6/9/2021,682.25,680.5
6/8/2021,685,686
6/7/2021,680,680
6/4/2021,687.75,684.5
6/3/2021,676.25,676.25
6/2/2021,687.5,686.5
6/1/2021,693.5,691
5/28/2021,663.5,663.75
5/27/2021,676.25,674.25
5/26/2021,648.5,648.75
5/25/2021,656.5,656.5
5/24/2021,662.25,662.25
5/21/2021,674.25,673
5/20/2021,675.25,676
5/19/2021,679.25,682.5
5/18/2021,698,697.5
5/17/2021,699.75,701.5
5/14/2021,727.25,#N/A N/A
5/13/2021,726.5,588.75
5/12/2021,754.75,607
5/11/2021,759.75,607
5/10/2021,742.5,650
5/7/2021,773.5,772
5/6/2021,764.25,650
5/5/2021,755.75,650
5/4/2021,737,681
5/3/2021,725.5,681
4/30/2021,742.5,709
4/29/2021,737.5,691
4/28/2021,725.25,713.5
4/27/2021,733.75,734
4/26/2021,739.5,737.25
4/23/2021,710.25,710
4/22/2021,710.25,710
4/21/2021,673.25,673.25
4/20/2021,659.75,658.75
4/19/2021,652.25,652
4/16/2021,652.5,652.25
4/15/2021,653.75,652.25
4/14/2021,648,647
4/13/2021,629.75,630.5
4/12/2021,628,628.5
4/9/2021,638.75,639.25
4/8/2021,628.75,629
4/7/2021,616.25,616.25
4/6/2021,615.5,615.75
4/5/2021,618,618
4/2/2021,611,611
4/1/2021,611,611
3/31/2021,618,620
3/30/2021,601.75,601.25
3/29/2021,616.75,616.25
3/26/2021,613.25,613.75
3/25/2021,612.5,611.25
3/24/2021,624.75,625.25
3/23/2021,634.75,634.25
3/22/2021,627.25,628.75
3/19/2021,627,627
3/18/2021,630.5,629.75
3/17/2021,640,639
3/16/2021,647,646.75
3/15/2021,645,643.5
3/12/2021,631.75,#N/A N/A
3/11/2021,636.25,622.25
3/10/2021,650.75,643.5
3/9/2021,656.5,645
3/8/2021,646.5,645
3/5/2021,654,640
3/4/2021,649.75,640
3/3/2021,652,640
3/2/2021,663.25,640
3/1/2021,643.75,640
2/26/2021,655,649
2/25/2021,671.75,649
2/24/2021,680.25,676
2/23/2021,665.75,666
2/22/2021,664,663.5
2/19/2021,650.75,652.75
2/18/2021,662.5,664.25
2/17/2021,644,643.25
2/16/2021,657.5,659.5
2/12/2021,636.75,637
2/11/2021,633.5,632
2/10/2021,635.5,634.75
2/9/2021,649.5,651.5
2/8/2021,655.75,657.75
2/5/2021,641.25,641
2/4/2021,637.5,635.5
2/3/2021,648.25,646.5
2/2/2021,644.75,644.5
2/1/2021,651,655
1/29/2021,663,662.5
1/28/2021,647,646.75
1/27/2021,658.25,656.75
1/26/2021,665.25,664.75
1/25/2021,648.5,648.75
1/22/2021,634.5,635
1/21/2021,660.75,659.25
1/20/2021,667.75,667
1/19/2021,672.25,673.75
1/15/2021,675.5,674.75
1/14/2021,670,670.75
1/13/2021,660.5,659.5
1/12/2021,665,660.5
1/11/2021,634.75,636.75
1/8/2021,638.75,638
1/7/2021,642.25,643.75
1/6/2021,647.5,647.25
1/5/2021,654,654
1/4/2021,642,642.75
12/31/2020,640.5,641.75
12/30/2020,640.75,640
12/29/2020,618.5,619
12/28/2020,614.25,614.5
12/24/2020,627,626
12/23/2020,629.75,631
12/22/2020,617,615.75
12/21/2020,611.25,611.25
12/18/2020,608.25,607.5
12/17/2020,608.75,609.5
12/16/2020,598.5,598
12/15/2020,599.75,601
12/14/2020,593.5,#N/A N/A
12/11/2020,608.25,553
12/10/2020,590.25,553
12/9/2020,577,575
