Security,W 1 COMB Comdty,
11/1/2021,797.25,182204
10/29/2021,772.75,184635
10/28/2021,772.5,185690
10/27/2021,759.75,188937
10/26/2021,752.25,192548
10/25/2021,759.5,192743
10/22/2021,756,191196
10/21/2021,741.25,194249
10/20/2021,749.25,193488
10/19/2021,736,194315
10/18/2021,736.25,195117
10/15/2021,734,195055
10/14/2021,724.75,196229
10/13/2021,718.75,196236
10/12/2021,734,191148
10/11/2021,731.75,193056
10/8/2021,734,193720
10/7/2021,741.25,193805
10/6/2021,746,193548
10/5/2021,744.75,193595
10/4/2021,756.5,194306
10/1/2021,755.25,193078
9/30/2021,725.5,188968
9/29/2021,710.25,192966
9/28/2021,706.5,193676
9/27/2021,722.25,193978
9/24/2021,723.75,193257
9/23/2021,717.75,199915
9/22/2021,705.75,196689
9/21/2021,690.25,197166
9/20/2021,700.75,196247
9/17/2021,708.75,197923
9/16/2021,713,200049
9/15/2021,712.25,203964
9/14/2021,685,3
9/13/2021,674.5,8
9/10/2021,675,70
9/9/2021,681.5,91
9/8/2021,698.25,150
9/7/2021,708.75,225
9/3/2021,714.5,483
9/2/2021,704,833
9/1/2021,701,1304
8/31/2021,706.75,1974
8/30/2021,708.75,3010
8/27/2021,718.5,13085
8/26/2021,725.25,34345
8/25/2021,711.25,36728
8/24/2021,718,42175
8/23/2021,719.75,48736
8/20/2021,714.25,53881
8/19/2021,727.5,60193
8/18/2021,737.25,62221
8/17/2021,734.5,67603
8/16/2021,760.5,80487
8/13/2021,762.25,83970
8/12/2021,753.5,90461
8/11/2021,727,102867
8/10/2021,727,116616
8/9/2021,711.25,127138
8/6/2021,719,137849
8/5/2021,712.75,145252
8/4/2021,717.25,145596
8/3/2021,724.5,150583
8/2/2021,729.5,150436
7/30/2021,703.75,147888
7/29/2021,705.25,148031
7/28/2021,688.75,147616
7/27/2021,674.5,150414
7/26/2021,677,152650
7/23/2021,684,154989
7/22/2021,692.25,156032
7/21/2021,710.75,156564
7/20/2021,700.5,158967
7/19/2021,697.75,160419
7/16/2021,692.5,161821
7/15/2021,672,161661
7/14/2021,645,1
7/13/2021,628.75,41
7/12/2021,635,70
7/9/2021,608.5,83
7/8/2021,612.25,149
7/7/2021,614.75,235
7/6/2021,620,332
7/2/2021,645.75,400
7/1/2021,658.5,670
6/30/2021,671.5,1113
6/29/2021,639.75,2148
6/28/2021,646,9821
6/25/2021,637,21189
6/24/2021,651.25,38808
6/23/2021,661.25,49474
6/22/2021,651,59819
6/21/2021,661.5,65586
6/18/2021,662.75,73296
6/17/2021,639,79569
6/16/2021,662.75,92988
6/15/2021,661.5,103244
6/14/2021,674.5,107751
6/11/2021,680.75,113794
6/10/2021,683.75,120174
6/9/2021,682.25,133834
6/8/2021,685,143420
6/7/2021,680,157204
6/4/2021,687.75,172659
6/3/2021,676.25,176957
6/2/2021,687.5,182144
6/1/2021,693.5,189453
5/28/2021,663.5,194069
5/27/2021,676.25,198203
5/26/2021,648.5,204859
5/25/2021,656.5,207164
5/24/2021,662.25,210893
5/21/2021,674.25,213489
5/20/2021,675.25,213248
5/19/2021,679.25,214386
5/18/2021,698,218787
5/17/2021,699.75,219571
5/14/2021,727.25,#N/A N/A
5/13/2021,726.5,73
5/12/2021,754.75,93
5/11/2021,759.75,129
5/10/2021,742.5,182
5/7/2021,773.5,361
5/6/2021,764.25,385
5/5/2021,755.75,400
5/4/2021,737,708
5/3/2021,725.5,1036
4/30/2021,742.5,1575
4/29/2021,737.5,1903
4/28/2021,725.25,8421
4/27/2021,733.75,14694
4/26/2021,739.5,19320
4/23/2021,710.25,34178
4/22/2021,710.25,43041
4/21/2021,673.25,48529
4/20/2021,659.75,53295
4/19/2021,652.25,59355
4/16/2021,652.5,65728
4/15/2021,653.75,68942
4/14/2021,648,79638
4/13/2021,629.75,99049
4/12/2021,628,108239
4/9/2021,638.75,119929
4/8/2021,628.75,139271
4/7/2021,616.25,147017
4/6/2021,615.5,152819
4/5/2021,618,158408
4/2/2021,611,162072
4/1/2021,611,162207
3/31/2021,618,163304
3/30/2021,601.75,165091
3/29/2021,616.75,166384
3/26/2021,613.25,167086
3/25/2021,612.5,174431
3/24/2021,624.75,175361
3/23/2021,634.75,173764
3/22/2021,627.25,175224
3/19/2021,627,178326
3/18/2021,630.5,177541
3/17/2021,640,176315
3/16/2021,647,177165
3/15/2021,645,176705
3/12/2021,631.75,7
3/11/2021,636.25,15
3/10/2021,650.75,33
3/9/2021,656.5,154
3/8/2021,646.5,167
3/5/2021,654,507
3/4/2021,649.75,780
3/3/2021,652,1092
3/2/2021,663.25,1139
3/1/2021,643.75,1263
2/26/2021,655,1570
2/25/2021,671.75,2443
2/24/2021,680.25,10477
2/23/2021,665.75,19607
2/22/2021,664,28169
2/19/2021,650.75,38142
2/18/2021,662.5,49961
2/17/2021,644,61308
2/16/2021,657.5,68007
2/12/2021,636.75,75309
2/11/2021,633.5,91400
2/10/2021,635.5,99133
2/9/2021,649.5,109140
2/8/2021,655.75,128336
2/5/2021,641.25,142273
2/4/2021,637.5,158701
2/3/2021,648.25,163437
2/2/2021,644.75,163326
2/1/2021,651,167366
1/29/2021,663,169647
1/28/2021,647,169478
1/27/2021,658.25,173951
1/26/2021,665.25,177575
1/25/2021,648.5,176332
1/22/2021,634.5,176933
1/21/2021,660.75,182891
1/20/2021,667.75,185065
1/19/2021,672.25,186567
1/15/2021,675.5,186628
1/14/2021,670,191980
1/13/2021,660.5,188810
1/12/2021,665,192298
1/11/2021,634.75,191634
1/8/2021,638.75,195816
1/7/2021,642.25,196508
1/6/2021,647.5,199400
1/5/2021,654,198817
1/4/2021,642,194310
12/31/2020,640.5,193713
12/30/2020,640.75,193788
12/29/2020,618.5,184688
12/28/2020,614.25,185067
12/24/2020,627,187646
12/23/2020,629.75,191083
12/22/2020,617,184760
12/21/2020,611.25,182639
12/18/2020,608.25,183303
12/17/2020,608.75,183616
12/16/2020,598.5,182660
12/15/2020,599.75,183501
12/14/2020,593.5,20
12/11/2020,608.25,5
12/10/2020,590.25,8
12/9/2020,577,18
